title,url,source,difficulty,patterns
2722. Join Two Arrays by ID,https://leetcode.com/problems/join-two-arrays-by-id,leetcode,Medium,Hash Table/Hash Map
2723. Add Two Promises,https://leetcode.com/problems/add-two-promises,leetcode,Easy,Hash Table/Hash Map
2724. Sort By,https://leetcode.com/problems/sort-by,leetcode,Easy,Hash Table/Hash Map
2725. Interval Cancellation,https://leetcode.com/problems/interval-cancellation,leetcode,Easy,Hash Table/Hash Map
2726. Calculator with Method Chaining,https://leetcode.com/problems/calculator-with-method-chaining,leetcode,Easy,Hash Table/Hash Map
2727. Is Object Empty,https://leetcode.com/problems/is-object-empty,leetcode,Easy,Hash Table/Hash Map
2728. Count Houses in a Circular Street,https://leetcode.com/problems/count-houses-in-a-circular-street,leetcode,Easy,Hash Table/Hash Map
2729. Check if The Number is Fascinating,https://leetcode.com/problems/check-if-the-number-is-fascinating,leetcode,Easy,"Hash Table/Hash Map,Math and Geometry"
2730. Find the Longest Semi-Repetitive Substring,https://leetcode.com/problems/find-the-longest-semi-repetitive-substring,leetcode,Medium,Sliding Window
2731. Movement of Robots,https://leetcode.com/problems/movement-of-robots,leetcode,Medium,Sorting Algorithms
2732. Find a Good Subset of the Matrix,https://leetcode.com/problems/find-a-good-subset-of-the-matrix,leetcode,Hard,"Greedy,Bit Manipulation,Matrix Traversal"
2733. Neither Minimum nor Maximum,https://leetcode.com/problems/neither-minimum-nor-maximum,leetcode,Easy,Sorting Algorithms
2734. Lexicographically Smallest String After Substring Operation,https://leetcode.com/problems/lexicographically-smallest-string-after-substring-operation,leetcode,Medium,"Greedy,String Manipulation"
2735. Collecting Chocolates,https://leetcode.com/problems/collecting-chocolates,leetcode,Medium,Two Pointers
2736. Maximum Sum Queries,https://leetcode.com/problems/maximum-sum-queries,leetcode,Hard,"Binary Search,Stack,Tree Traversal,Segment Tree,Monotonic Stack,Sorting Algorithms"
2737. Find the Closest Marked Node,https://leetcode.com/problems/find-the-closest-marked-node,leetcode,Medium,Hash Table/Hash Map
2738. Count Occurrences in Text,https://leetcode.com/problems/count-occurrences-in-text,leetcode,Medium,Hash Table/Hash Map
2739. Total Distance Traveled,https://leetcode.com/problems/total-distance-traveled,leetcode,Easy,Math and Geometry
2740. Find the Value of the Partition,https://leetcode.com/problems/find-the-value-of-the-partition,leetcode,Medium,Sorting Algorithms
2741. Special Permutations,https://leetcode.com/problems/special-permutations,leetcode,Medium,"Dynamic Programming,Bit Manipulation"
2742. Painting the Walls,https://leetcode.com/problems/painting-the-walls,leetcode,Hard,Dynamic Programming
2743. Count Substrings Without Repeating Character,https://leetcode.com/problems/count-substrings-without-repeating-character,leetcode,Medium,Hash Table/Hash Map
2744. Find Maximum Number of String Pairs,https://leetcode.com/problems/find-maximum-number-of-string-pairs,leetcode,Easy,"Hash Table/Hash Map,String Manipulation"
2745. Construct the Longest New String,https://leetcode.com/problems/construct-the-longest-new-string,leetcode,Medium,Greedy
2746. Decremental String Concatenation,https://leetcode.com/problems/decremental-string-concatenation,leetcode,Medium,Dynamic Programming
2747. Count Zero Request Servers,https://leetcode.com/problems/count-zero-request-servers,leetcode,Medium,"Sliding Window,Hash Table/Hash Map,Sorting Algorithms"
2748. Number of Beautiful Pairs,https://leetcode.com/problems/number-of-beautiful-pairs,leetcode,Easy,Math and Geometry
2749. Minimum Operations to Make the Integer Zero,https://leetcode.com/problems/minimum-operations-to-make-the-integer-zero,leetcode,Medium,Bit Manipulation
2750. Ways to Split Array Into Good Subarrays,https://leetcode.com/problems/ways-to-split-array-into-good-subarrays,leetcode,Medium,Dynamic Programming
2751. Robot Collisions,https://leetcode.com/problems/robot-collisions,leetcode,Hard,"Stack,Sorting Algorithms"
2752. Customers with Maximum Number of Transactions on Consecutive Days,https://leetcode.com/problems/customers-with-maximum-number-of-transactions-on-consecutive-days,leetcode,Hard,Hash Table/Hash Map
2753. Count Houses in a Circular Street II,https://leetcode.com/problems/count-houses-in-a-circular-street-ii,leetcode,Hard,Hash Table/Hash Map
2754. Bind Function to Context,https://leetcode.com/problems/bind-function-to-context,leetcode,Medium,Hash Table/Hash Map
2755. Deep Merge of Two Objects,https://leetcode.com/problems/deep-merge-of-two-objects,leetcode,Medium,Hash Table/Hash Map
2756. Query Batching,https://leetcode.com/problems/query-batching,leetcode,Hard,Hash Table/Hash Map
2757. Generate Circular Array Values,https://leetcode.com/problems/generate-circular-array-values,leetcode,Medium,Hash Table/Hash Map
2758. Next Day,https://leetcode.com/problems/next-day,leetcode,Easy,Hash Table/Hash Map
2759. Convert JSON String to Object,https://leetcode.com/problems/convert-json-string-to-object,leetcode,Hard,Hash Table/Hash Map
2760. Longest Even Odd Subarray With Threshold,https://leetcode.com/problems/longest-even-odd-subarray-with-threshold,leetcode,Easy,Sliding Window
2761. Prime Pairs With Target Sum,https://leetcode.com/problems/prime-pairs-with-target-sum,leetcode,Medium,Math and Geometry
2762. Continuous Subarrays,https://leetcode.com/problems/continuous-subarrays,leetcode,Medium,"Sliding Window,Heap/Priority Queue,Queue,Monotonic Queue"
2763. Sum of Imbalance Numbers of All Subarrays,https://leetcode.com/problems/sum-of-imbalance-numbers-of-all-subarrays,leetcode,Hard,Hash Table/Hash Map
2764. is Array a Preorder of Some ‌Binary Tree,https://leetcode.com/problems/is-array-a-preorder-of-some-binary-tree,leetcode,Medium,Hash Table/Hash Map
2765. Longest Alternating Subarray,https://leetcode.com/problems/longest-alternating-subarray,leetcode,Easy,Two Pointers
2766. Relocate Marbles,https://leetcode.com/problems/relocate-marbles,leetcode,Medium,"Hash Table/Hash Map,Sorting Algorithms"
2767. Partition String Into Minimum Beautiful Substrings,https://leetcode.com/problems/partition-string-into-minimum-beautiful-substrings,leetcode,Medium,"Dynamic Programming,Backtracking,Hash Table/Hash Map"
2768. Number of Black Blocks,https://leetcode.com/problems/number-of-black-blocks,leetcode,Medium,Hash Table/Hash Map
2769. Find the Maximum Achievable Number,https://leetcode.com/problems/find-the-maximum-achievable-number,leetcode,Easy,Math and Geometry
2770. Maximum Number of Jumps to Reach the Last Index,https://leetcode.com/problems/maximum-number-of-jumps-to-reach-the-last-index,leetcode,Medium,Dynamic Programming
2771. Longest Non-decreasing Subarray From Two Arrays,https://leetcode.com/problems/longest-non-decreasing-subarray-from-two-arrays,leetcode,Medium,Dynamic Programming
2772. Apply Operations to Make All Array Elements Equal to Zero,https://leetcode.com/problems/apply-operations-to-make-all-array-elements-equal-to-zero,leetcode,Medium,Two Pointers
2773. Height of Special Binary Tree,https://leetcode.com/problems/height-of-special-binary-tree,leetcode,Medium,Hash Table/Hash Map
2774. Array Upper Bound,https://leetcode.com/problems/array-upper-bound,leetcode,Easy,Hash Table/Hash Map
2775. Undefined to Null,https://leetcode.com/problems/undefined-to-null,leetcode,Medium,Hash Table/Hash Map
2776. Convert Callback Based Function to Promise Based Function,https://leetcode.com/problems/convert-callback-based-function-to-promise-based-function,leetcode,Medium,Hash Table/Hash Map
2777. Date Range Generator,https://leetcode.com/problems/date-range-generator,leetcode,Medium,Hash Table/Hash Map
2778. Sum of Squares of Special Elements ,https://leetcode.com/problems/sum-of-squares-of-special-elements,leetcode,Easy,Two Pointers
2779. Maximum Beauty of an Array After Applying Operation,https://leetcode.com/problems/maximum-beauty-of-an-array-after-applying-operation,leetcode,Medium,"Sliding Window,Binary Search,Sorting Algorithms"
2780. Minimum Index of a Valid Split,https://leetcode.com/problems/minimum-index-of-a-valid-split,leetcode,Medium,"Hash Table/Hash Map,Sorting Algorithms"
2781. Length of the Longest Valid Substring,https://leetcode.com/problems/length-of-the-longest-valid-substring,leetcode,Hard,"Sliding Window,Hash Table/Hash Map"
2782. Number of Unique Categories,https://leetcode.com/problems/number-of-unique-categories,leetcode,Medium,Hash Table/Hash Map
2783. Flight Occupancy and Waitlist Analysis,https://leetcode.com/problems/flight-occupancy-and-waitlist-analysis,leetcode,Medium,Hash Table/Hash Map
2784. Check if Array is Good,https://leetcode.com/problems/check-if-array-is-good,leetcode,Easy,"Hash Table/Hash Map,Sorting Algorithms"
2785. Sort Vowels in a String,https://leetcode.com/problems/sort-vowels-in-a-string,leetcode,Medium,"String Manipulation,Sorting Algorithms"
2786. Visit Array Positions to Maximize Score,https://leetcode.com/problems/visit-array-positions-to-maximize-score,leetcode,Medium,Dynamic Programming
2787. Ways to Express an Integer as Sum of Powers,https://leetcode.com/problems/ways-to-express-an-integer-as-sum-of-powers,leetcode,Medium,Dynamic Programming
2788. Split Strings by Separator,https://leetcode.com/problems/split-strings-by-separator,leetcode,Easy,String Manipulation
2789. Largest Element in an Array after Merge Operations,https://leetcode.com/problems/largest-element-in-an-array-after-merge-operations,leetcode,Medium,Greedy
2790. Maximum Number of Groups With Increasing Length,https://leetcode.com/problems/maximum-number-of-groups-with-increasing-length,leetcode,Hard,"Binary Search,Greedy,Sorting Algorithms"
2791. Count Paths That Can Form a Palindrome in a Tree,https://leetcode.com/problems/count-paths-that-can-form-a-palindrome-in-a-tree,leetcode,Hard,"Depth-First Search (DFS),Dynamic Programming,Bit Manipulation,Palindrome Patterns"
2792. Count Nodes That Are Great Enough,https://leetcode.com/problems/count-nodes-that-are-great-enough,leetcode,Hard,Hash Table/Hash Map
2793. Status of Flight Tickets,https://leetcode.com/problems/status-of-flight-tickets,leetcode,Hard,Hash Table/Hash Map
2794. Create Object from Two Arrays,https://leetcode.com/problems/create-object-from-two-arrays,leetcode,Easy,Hash Table/Hash Map
2795. Parallel Execution of Promises for Individual Results Retrieval,https://leetcode.com/problems/parallel-execution-of-promises-for-individual-results-retrieval,leetcode,Medium,Hash Table/Hash Map
2796. Repeat String,https://leetcode.com/problems/repeat-string,leetcode,Easy,Hash Table/Hash Map
2797. Partial Function with Placeholders,https://leetcode.com/problems/partial-function-with-placeholders,leetcode,Easy,Hash Table/Hash Map
2798. Number of Employees Who Met the Target,https://leetcode.com/problems/number-of-employees-who-met-the-target,leetcode,Easy,Two Pointers
2799. Count Complete Subarrays in an Array,https://leetcode.com/problems/count-complete-subarrays-in-an-array,leetcode,Medium,"Sliding Window,Hash Table/Hash Map"
2800. Shortest String That Contains Three Strings,https://leetcode.com/problems/shortest-string-that-contains-three-strings,leetcode,Medium,"Greedy,String Manipulation"
2801. Count Stepping Numbers in Range,https://leetcode.com/problems/count-stepping-numbers-in-range,leetcode,Hard,Dynamic Programming
2802. Find The K-th Lucky Number,https://leetcode.com/problems/find-the-k-th-lucky-number,leetcode,Medium,Hash Table/Hash Map
2803. Factorial Generator,https://leetcode.com/problems/factorial-generator,leetcode,Easy,Hash Table/Hash Map
2804. Array Prototype ForEach,https://leetcode.com/problems/array-prototype-foreach,leetcode,Easy,Hash Table/Hash Map
2805. Custom Interval,https://leetcode.com/problems/custom-interval,leetcode,Medium,Hash Table/Hash Map
2806. Account Balance After Rounded Purchase,https://leetcode.com/problems/account-balance-after-rounded-purchase,leetcode,Easy,Math and Geometry
2807. Insert Greatest Common Divisors in Linked List,https://leetcode.com/problems/insert-greatest-common-divisors-in-linked-list,leetcode,Medium,Linked List Manipulation
2808. Minimum Seconds to Equalize a Circular Array,https://leetcode.com/problems/minimum-seconds-to-equalize-a-circular-array,leetcode,Medium,"Greedy,Hash Table/Hash Map"
2809. Minimum Time to Make Array Sum At Most x,https://leetcode.com/problems/minimum-time-to-make-array-sum-at-most-x,leetcode,Hard,"Dynamic Programming,Sorting Algorithms"
2810. Faulty Keyboard,https://leetcode.com/problems/faulty-keyboard,leetcode,Easy,String Manipulation
2811. Check if it is Possible to Split Array,https://leetcode.com/problems/check-if-it-is-possible-to-split-array,leetcode,Medium,"Dynamic Programming,Greedy"
2812. Find the Safest Path in a Grid,https://leetcode.com/problems/find-the-safest-path-in-a-grid,leetcode,Medium,"Breadth-First Search (BFS),Binary Search,Union Find (Disjoint Set),Matrix Traversal"
2813. Maximum Elegance of a K-Length Subsequence,https://leetcode.com/problems/maximum-elegance-of-a-k-length-subsequence,leetcode,Hard,"Greedy,Heap/Priority Queue,Queue,Hash Table/Hash Map,Sorting Algorithms"
2814. Minimum Time Takes to Reach Destination Without Drowning,https://leetcode.com/problems/minimum-time-takes-to-reach-destination-without-drowning,leetcode,Hard,Hash Table/Hash Map
2815. Max Pair Sum in an Array,https://leetcode.com/problems/max-pair-sum-in-an-array,leetcode,Easy,Hash Table/Hash Map
2816. Double a Number Represented as a Linked List,https://leetcode.com/problems/double-a-number-represented-as-a-linked-list,leetcode,Medium,"Stack,Linked List Manipulation"
2817. Minimum Absolute Difference Between Elements With Constraint,https://leetcode.com/problems/minimum-absolute-difference-between-elements-with-constraint,leetcode,Medium,Binary Search
2818. Apply Operations to Maximize Score,https://leetcode.com/problems/apply-operations-to-maximize-score,leetcode,Hard,"Greedy,Stack,Monotonic Stack"
2819. Minimum Relative Loss After Buying Chocolates,https://leetcode.com/problems/minimum-relative-loss-after-buying-chocolates,leetcode,Hard,Hash Table/Hash Map
2820. Election Results,https://leetcode.com/problems/election-results,leetcode,Medium,Hash Table/Hash Map
2821. Delay the Resolution of Each Promise,https://leetcode.com/problems/delay-the-resolution-of-each-promise,leetcode,Easy,Hash Table/Hash Map
2822. Inversion of Object,https://leetcode.com/problems/inversion-of-object,leetcode,Easy,Hash Table/Hash Map
2823. Deep Object Filter,https://leetcode.com/problems/deep-object-filter,leetcode,Medium,Hash Table/Hash Map
2824. Count Pairs Whose Sum is Less than Target,https://leetcode.com/problems/count-pairs-whose-sum-is-less-than-target,leetcode,Easy,"Two Pointers,Sorting Algorithms"
2825. Make String a Subsequence Using Cyclic Increments,https://leetcode.com/problems/make-string-a-subsequence-using-cyclic-increments,leetcode,Medium,"Two Pointers,String Manipulation"
